Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Season,Season Type,Match Count,,,,,,,,,,,,,,
Memphis Grizzlies,91.43,90.71,0.72,87.41,103.06,101.93,1.13,0.449,0.493,0.509,0.53,3,4,53.58,96.29,96,2011-2012,POFF,7,,,,,,,,,,,,,,
Miami Heat,97.35,90.26,7.09,87.73,109.97,102.12,7.86,0.505,0.466,0.552,0.513,16,7,50.65,107.09,92.91,2011-2012,POFF,23,,,,,,,,,,,,,,
New York Knicks,82.8,96.8,-14,86.2,96.06,111.78,-15.72,0.451,0.511,0.499,0.565,1,4,51.14,79,108,2011-2012,POFF,5,,,,,,,,,,,,,,
Oklahoma City Thunder,101.25,97.25,4,91.25,110.96,106.81,4.15,0.508,0.491,0.558,0.544,13,7,49.59,116.2,103.75,2011-2012,POFF,20,,,,,,,,,,,,,,
Orlando Magic,83.8,94.6,-10.8,85.03,96.54,108.49,-11.94,0.452,0.48,0.486,0.52,1,4,45.07,84,108.6,2011-2012,POFF,5,,,,,,,,,,,,,,
Philadelphia 76ers,85.69,86.92,-1.23,87.92,97.46,98.35,-0.88,0.436,0.459,0.483,0.5,7,6,48.92,94.62,102.69,2011-2012,POFF,13,,,,,,,,,,,,,,
San Antonio Spurs,102,96.07,5.93,85.86,118.8,111.99,6.81,0.541,0.48,0.574,0.522,10,4,49.35,115.64,109,2011-2012,POFF,14,,,,,,,,,,,,,,
Utah Jazz,86.25,102.25,-16,91.5,94.26,111.14,-16.88,0.395,0.533,0.443,0.569,0,4,53.74,91,120,2011-2012,POFF,4,,,,,,,,,,,,,,
Atlanta Hawks,97.95,97.55,0.4,92.27,105.23,104.71,0.52,0.517,0.496,0.546,0.531,44,38,48.3,112.6,111.24,2012-2013,REG,82,,,,,,,,,,,,,,
Brooklyn Nets,96.88,95.1,1.78,88.7,108.26,106.31,1.95,0.498,0.503,0.536,0.534,49,33,52.18,107.82,106.57,2012-2013,REG,82,,,,,,,,,,,,,,
Boston Celtics,96.52,96.74,-0.22,91.44,103.43,103.86,-0.43,0.503,0.482,0.543,0.523,41,40,47.46,110.07,107.95,2012-2013,REG,81,,,,,,,,,,,,,,
Charlotte Bobcats,93.43,102.66,-9.23,91.14,101.86,111.79,-9.93,0.46,0.524,0.507,0.558,21,61,47.76,100.12,123.12,2012-2013,REG,82,,,,,,,,,,,,,,
Chicago Bulls,93.18,92.87,0.32,89.16,103.72,103.42,0.3,0.47,0.477,0.512,0.517,45,37,51.23,107.13,102.44,2012-2013,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,96.5,101.18,-4.68,92.19,104.41,109.73,-5.33,0.473,0.523,0.514,0.561,24,58,49.35,103.62,118.94,2012-2013,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,101.13,101.73,-0.6,93.83,106.17,106.77,-0.6,0.506,0.492,0.544,0.534,41,41,47.91,116.77,115.09,2012-2013,REG,82,,,,,,,,,,,,,,
Denver Nuggets,106.15,101.06,5.09,94.63,110.91,105.43,5.48,0.515,0.493,0.549,0.528,57,25,51.98,124.42,112.16,2012-2013,REG,82,,,,,,,,,,,,,,
Detroit Pistons,94.85,98.84,-3.99,90.52,104.12,108.34,-4.22,0.487,0.505,0.521,0.543,29,53,50.21,104.05,114.92,2012-2013,REG,82,,,,,,,,,,,,,,
Golden State Warriors,101.17,100.28,0.89,94.26,106.66,105.59,1.07,0.506,0.486,0.545,0.526,47,35,51.27,115.29,113.02,2012-2013,REG,82,,,,,,,,,,,,,,
Houston Rockets,105.95,102.48,3.48,95.84,109.99,106.45,3.54,0.525,0.502,0.564,0.54,45,37,51.05,118.52,115.63,2012-2013,REG,82,,,,,,,,,,,,,,
Indiana Pacers,94.74,90.72,4.03,89.63,104.89,100.18,4.72,0.479,0.453,0.521,0.495,49,32,52.88,108.42,98.2,2012-2013,REG,81,,,,,,,,,,,,,,
Los Angeles Clippers,101.09,94.63,6.45,90.56,111.34,104.29,7.05,0.526,0.492,0.557,0.535,56,26,51.56,119.26,102.48,2012-2013,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,102.21,101.05,1.16,93.86,108.48,107.25,1.23,0.512,0.496,0.548,0.526,45,37,51.23,114.31,114.94,2012-2013,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,93.4,89.26,4.15,88.44,104.95,100.34,4.6,0.472,0.475,0.514,0.516,56,26,52.24,107.63,97.04,2012-2013,REG,82,,,,,,,,,,,,,,
Miami Heat,102.88,95.01,7.87,90.01,113.14,104.48,8.67,0.552,0.487,0.588,0.527,66,16,49.04,120.62,101.48,2012-2013,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,98.88,100.38,-1.5,94.63,103.7,105.54,-1.84,0.476,0.492,0.51,0.531,38,44,48.84,112.06,115,2012-2013,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,95.74,98.11,-2.37,92.63,103.1,105.51,-2.41,0.473,0.511,0.517,0.545,31,51,49.94,107.01,112.95,2012-2013,REG,82,,,,,,,,,,,,,,
New Orleans Hornets,94.07,97.94,-3.87,88.25,106.06,110.42,-4.36,0.489,0.52,0.528,0.557,27,55,51.42,105.92,115.1,2012-2013,REG,82,,,,,,,,,,,,,,
New York Knicks,99.95,95.72,4.23,89.59,111.28,106.6,4.68,0.515,0.508,0.55,0.548,54,28,49.34,109.88,105,2012-2013,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,105.72,96.51,9.21,93.59,112.1,102.37,9.74,0.527,0.469,0.58,0.51,60,22,51.75,126.2,101.89,2012-2013,REG,82,,,,,,,,,,,,,,
Orlando Magic,94.12,101.11,-6.99,91.81,102,109.6,-7.6,0.485,0.508,0.514,0.543,20,62,49.97,105.93,117.42,2012-2013,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,93.17,96.51,-3.34,90.69,102.34,106,-3.66,0.481,0.495,0.509,0.534,34,48,48.44,105.49,112.2,2012-2013,REG,82,,,,,,,,,,,,,,
Phoenix Suns,95.18,101.65,-6.46,93.25,101.43,108.18,-6.75,0.477,0.512,0.512,0.549,25,57,48.97,105.73,117.27,2012-2013,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,97.5,100.67,-3.17,91.29,105.87,109.57,-3.7,0.498,0.512,0.536,0.547,33,49,49.04,106.96,118.32,2012-2013,REG,82,,,,,,,,,,,,,,
Sacramento Kings,100.23,105.11,-4.88,93.56,106.33,111.66,-5.33,0.491,0.517,0.532,0.56,28,54,48.22,108.12,124.31,2012-2013,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,103.02,96.62,6.4,94.26,108.2,101.59,6.61,0.531,0.48,0.568,0.516,58,24,49.26,122.56,107.35,2012-2013,REG,82,,,,,,,,,,,,,,
Toronto Raptors,97.21,98.68,-1.48,90.13,106.24,107.72,-1.48,0.488,0.5,0.532,0.544,34,48,49.08,107.82,110.74,2012-2013,REG,82,,,,,,,,,,,,,,
Utah Jazz,98.02,98.11,-0.09,90.66,107.03,106.91,0.12,0.492,0.501,0.533,0.543,43,39,50.73,113.12,110.02,2012-2013,REG,82,,,,,,,,,,,,,,
Washington Wizards,93.22,95.76,-2.54,92.02,100.41,103.13,-2.72,0.476,0.483,0.512,0.522,29,53,49.42,103.45,107.98,2012-2013,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,89.33,94.5,-5.17,91.67,97.46,103.47,-6.01,0.462,0.455,0.503,0.515,2,4,43.73,93,107.67,2012-2013,POFF,6,,,,,,,,,,,,,,
Brooklyn Nets,99.43,97.43,2,87.93,108.24,106.4,1.85,0.479,0.497,0.524,0.525,3,4,50.26,109.29,109.29,2012-2013,POFF,7,,,,,,,,,,,,,,
Boston Celtics,82.33,87.67,-5.33,87.15,92.86,99.43,-6.58,0.463,0.462,0.525,0.497,2,4,47.95,86.83,95.83,2012-2013,POFF,6,,,,,,,,,,,,,,
Chicago Bulls,91.92,98.58,-6.67,86.58,103.47,110.56,-7.09,0.472,0.501,0.511,0.547,5,7,50.73,98.5,111.5,2012-2013,POFF,12,,,,,,,,,,,,,,
Denver Nuggets,103,107.17,-4.17,97.33,105.82,110.48,-4.66,0.479,0.554,0.526,0.59,2,4,47.25,104.67,123.67,2012-2013,POFF,6,,,,,,,,,,,,,,
Golden State Warriors,102.67,102.5,0.17,94.29,106.12,105.85,0.26,0.513,0.483,0.546,0.526,6,6,52.47,114.58,109.92,2012-2013,POFF,12,,,,,,,,,,,,,,
Houston Rockets,100,105.83,-5.83,94.33,106.01,111.21,-5.2,0.496,0.511,0.537,0.565,2,4,50.58,103,122,2012-2013,POFF,6,,,,,,,,,,,,,,
Indiana Pacers,91.79,91.63,0.16,87.26,104.62,104.31,0.31,0.475,0.473,0.528,0.517,11,8,55.54,99.68,95.68,2012-2013,POFF,19,,,,,,,,,,,,,,
Los Angeles Clippers,94.67,100.17,-5.5,86.33,109.65,116.02,-6.37,0.506,0.486,0.552,0.549,2,4,49.56,103,110.5,2012-2013,POFF,6,,,,,,,,,,,,,,
Los Angeles Lakers,85.25,104,-18.75,90.75,93.94,113.97,-20.03,0.474,0.527,0.495,0.562,0,4,48.63,87.75,129,2012-2013,POFF,4,,,,,,,,,,,,,,
Memphis Grizzlies,94.67,94.07,0.6,87.51,105.97,105.14,0.83,0.447,0.493,0.502,0.538,8,7,50.94,102.67,104.4,2012-2013,POFF,15,,,,,,,,,,,,,,
Miami Heat,97.13,90.7,6.43,87,110.65,103.11,7.54,0.518,0.48,0.559,0.524,16,7,48.56,110.74,94.83,2012-2013,POFF,23,,,,,,,,,,,,,,
Milwaukee Bucks,85.25,100,-14.75,89.5,95.25,112.05,-16.79,0.472,0.544,0.498,0.583,0,4,44.41,85.5,120,2012-2013,POFF,4,,,,,,,,,,,,,,
New York Knicks,88.58,85.92,2.67,85.92,102.21,98.85,3.36,0.46,0.47,0.498,0.525,6,6,48.37,93.67,91.17,2012-2013,POFF,12,,,,,,,,,,,,,,
Oklahoma City Thunder,98.46,97.09,1.36,92.67,105.25,104.5,0.75,0.479,0.468,0.534,0.517,5,6,49.79,108.73,102.09,2012-2013,POFF,11,,,,,,,,,,,,,,
San Antonio Spurs,100.33,93.33,7,89.76,108.55,101.29,7.26,0.511,0.475,0.547,0.504,15,6,49.39,116.1,101.86,2012-2013,POFF,21,,,,,,,,,,,,,,
Atlanta Hawks,101,101.48,-0.48,94.22,106.38,106.71,-0.32,0.515,0.51,0.554,0.545,38,44,47.87,114.65,115.77,2013-2014,REG,82,,,,,,,,,,,,,,
Brooklyn Nets,98.52,99.52,-1,91.12,107.04,107.86,-0.83,0.514,0.509,0.556,0.551,44,38,47.09,107.79,110.88,2013-2014,REG,82,,,,,,,,,,,,,,
Boston Celtics,96.24,100.71,-4.46,93.24,102.96,108,-5.04,0.477,0.505,0.517,0.547,25,57,50.13,104.63,113.98,2013-2014,REG,82,,,,,,,,,,,,,,
Charlotte Bobcats,96.85,97.07,-0.22,91.65,104.49,104.56,-0.07,0.481,0.491,0.522,0.526,43,39,49.64,108.61,108.5,2013-2014,REG,82,,,,,,,,,,,,,,
Chicago Bulls,93.66,91.81,1.85,89.53,103.3,101.03,2.26,0.471,0.471,0.518,0.509,48,34,51.68,108.22,101.18,2013-2014,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,98.22,101.51,-3.29,92.54,104.8,108.29,-3.49,0.479,0.508,0.518,0.545,33,49,50.91,107.39,117.26,2013-2014,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,104.84,102.44,2.4,93.75,110.99,108.47,2.52,0.526,0.515,0.564,0.556,49,33,48.85,120.73,113.63,2013-2014,REG,82,,,,,,,,,,,,,,
Denver Nuggets,104.38,106.52,-2.15,97.77,106.35,108.6,-2.25,0.497,0.5,0.536,0.543,36,46,50.89,115.26,119.78,2013-2014,REG,82,,,,,,,,,,,,,,
Detroit Pistons,101.05,104.71,-3.66,94.37,106.53,110.42,-3.89,0.482,0.52,0.515,0.559,29,53,51.35,110.02,120.84,2013-2014,REG,82,,,,,,,,,,,,,,
Golden State Warriors,104.26,99.45,4.81,96.09,107.68,102.82,4.86,0.517,0.477,0.55,0.522,51,31,51.14,119.55,107.52,2013-2014,REG,82,,,,,,,,,,,,,,
Houston Rockets,107.67,103.11,4.56,96.23,111.04,106.54,4.5,0.531,0.489,0.571,0.527,54,28,52.11,120.71,113.29,2013-2014,REG,82,,,,,,,,,,,,,,
Indiana Pacers,96.74,92.34,4.4,91.73,104.93,99.96,4.97,0.49,0.46,0.535,0.501,56,26,52.04,109.93,97.44,2013-2014,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,107.93,100.95,6.98,95.33,112.78,105.36,7.42,0.526,0.484,0.567,0.527,57,25,49.58,124.44,110.13,2013-2014,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,102.95,109.24,-6.29,98.51,104.38,110.98,-6.6,0.505,0.513,0.542,0.546,27,55,45.58,114.28,130.67,2013-2014,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,96.15,94.57,1.57,89.34,106.95,105.05,1.89,0.495,0.497,0.529,0.535,50,32,51.97,110.56,103.79,2013-2014,REG,82,,,,,,,,,,,,,,
Miami Heat,102.2,97.44,4.76,90.75,111.48,106.08,5.4,0.554,0.511,0.59,0.549,54,28,47.76,117.09,106.35,2013-2014,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,95.48,103.66,-8.18,91.8,102.96,112.05,-9.09,0.479,0.52,0.519,0.559,15,67,48.57,103.42,119.55,2013-2014,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,106.93,104.26,2.67,96.99,109.27,106.36,2.92,0.486,0.518,0.535,0.55,40,42,50.31,119.65,118.44,2013-2014,REG,82,,,,,,,,,,,,,,
New Orleans Pelicans,99.72,102.43,-2.71,91.83,107.64,110.34,-2.7,0.495,0.515,0.537,0.558,34,48,50,113.89,116.44,2013-2014,REG,82,,,,,,,,,,,,,,
New York Knicks,98.59,99.38,-0.79,90.13,108.42,109.35,-0.93,0.505,0.514,0.541,0.558,37,45,48.99,108.56,108.73,2013-2014,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,106.16,99.82,6.34,95.39,110.58,103.99,6.59,0.52,0.488,0.566,0.528,59,23,52.22,123.68,105.84,2013-2014,REG,82,,,,,,,,,,,,,,
Orlando Magic,96.51,101.95,-5.44,93.14,102.2,107.97,-5.77,0.487,0.504,0.525,0.544,23,59,48.89,106.51,116.63,2013-2014,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,99.45,109.9,-10.45,98.61,99.96,110.69,-10.72,0.475,0.524,0.51,0.565,19,63,47.67,104.88,130.71,2013-2014,REG,82,,,,,,,,,,,,,,
Phoenix Suns,105.23,102.6,2.63,95.59,109.67,107.01,2.66,0.519,0.496,0.558,0.541,48,34,50.12,114.76,111.13,2013-2014,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,106.74,102.76,3.99,94.77,111.65,107.75,3.9,0.504,0.488,0.548,0.526,54,28,51.64,121.09,113.16,2013-2014,REG,82,,,,,,,,,,,,,,
Sacramento Kings,100.5,103.4,-2.9,93.92,106.2,109.28,-3.08,0.484,0.512,0.532,0.552,28,54,51.89,108.01,117.15,2013-2014,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,105.35,97.63,7.72,94.68,110.86,102.81,8.04,0.537,0.482,0.571,0.519,62,20,50.61,125.01,106.93,2013-2014,REG,82,,,,,,,,,,,,,,
Toronto Raptors,101.28,98.04,3.24,91.38,109.31,105.78,3.53,0.498,0.493,0.545,0.537,48,34,50.93,111.92,106.9,2013-2014,REG,82,,,,,,,,,,,,,,
Utah Jazz,95.01,102.18,-7.17,91,103.88,111.62,-7.74,0.484,0.518,0.523,0.559,25,57,49.24,103.28,118.66,2013-2014,REG,82,,,,,,,,,,,,,,
Washington Wizards,100.66,99.39,1.27,93.02,106.19,104.97,1.22,0.506,0.504,0.538,0.545,44,38,49.99,113.5,110.71,2013-2014,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,92.43,93.43,-1,91,101.57,103.32,-1.75,0.456,0.5,0.516,0.54,3,4,46.61,94.14,111.43,2013-2014,POFF,7,,,,,,,,,,,,,,
Brooklyn Nets,95.5,96.83,-1.33,87,109.77,111.62,-1.85,0.514,0.516,0.555,0.575,5,7,49.73,102.92,107.25,2013-2014,POFF,12,,,,,,,,,,,,,,
Charlotte Bobcats,92,101.75,-9.75,89.5,102.79,113.69,-10.89,0.5,0.539,0.537,0.582,0,4,51.96,98,115.75,2013-2014,POFF,4,,,,,,,,,,,,,,
Chicago Bulls,90,94.6,-4.6,85.81,102.74,107.75,-5.01,0.463,0.479,0.508,0.518,1,4,49.29,97.8,110.2,2013-2014,POFF,5,,,,,,,,,,,,,,
Dallas Mavericks,101.14,103.14,-2,92,109.94,112.29,-2.35,0.5,0.542,0.532,0.581,3,4,49.48,108.86,117,2013-2014,POFF,7,,,,,,,,,,,,,,
Golden State Warriors,106.43,110.86,-4.43,95.43,111.53,115.31,-3.78,0.518,0.528,0.558,0.574,3,4,50.94,115.86,125,2013-2014,POFF,7,,,,,,,,,,,,,,
Houston Rockets,112,111.67,0.33,92.36,115.27,115.52,-0.25,0.49,0.507,0.534,0.557,2,4,53.54,119.17,124.33,2013-2014,POFF,6,,,,,,,,,,,,,,
Indiana Pacers,91.58,92.58,-1,88,104.07,105.02,-0.95,0.5,0.493,0.54,0.536,10,9,49.7,101.21,101.26,2013-2014,POFF,19,,,,,,,,,,,,,,
Los Angeles Clippers,108.77,106.77,2,95.31,114.12,112.12,2.01,0.514,0.521,0.555,0.569,6,7,47.52,120,118.69,2013-2014,POFF,13,,,,,,,,,,,,,,
Memphis Grizzlies,96.71,102.14,-5.43,90.2,101.2,106.88,-5.68,0.442,0.483,0.486,0.54,3,4,47.01,103.43,116.14,2013-2014,POFF,7,,,,,,,,,,,,,,
Miami Heat,97.25,95.5,1.75,85.65,113.54,110.85,2.69,0.555,0.539,0.594,0.573,13,7,47.22,107.9,104.65,2013-2014,POFF,20,,,,,,,,,,,,,,
Oklahoma City Thunder,102.47,103.53,-1.05,93.13,107.1,108.49,-1.4,0.496,0.485,0.551,0.526,10,9,51.9,115.05,113.47,2013-2014,POFF,19,,,,,,,,,,,,,,
Portland Trailblazers,104.27,110.55,-6.27,93.35,108.62,114.93,-6.32,0.482,0.508,0.529,0.545,5,6,48.55,110.18,123.55,2013-2014,POFF,11,,,,,,,,,,,,,,
San Antonio Spurs,106.35,97.04,9.31,92.41,114.57,104.54,10.02,0.546,0.492,0.583,0.531,16,7,51.11,123.57,101.22,2013-2014,POFF,23,,,,,,,,,,,,,,
Toronto Raptors,96.14,97.71,-1.57,89.14,107.85,109.27,-1.41,0.486,0.506,0.553,0.556,3,4,52.9,103.86,105.86,2013-2014,POFF,7,,,,,,,,,,,,,,
Washington Wizards,90.36,89.46,0.91,87.81,101.95,101.55,0.4,0.468,0.471,0.504,0.515,6,5,53.7,103.64,96.09,2013-2014,POFF,11,,,,,,,,,,,,,,
Atlanta Hawks,102.55,97.12,5.43,93.6,109.28,103.67,5.61,0.527,0.492,0.564,0.528,60,22,48.18,120.76,109.82,2014-2015,REG,82,,,,,,,,,,,,,,
Brooklyn Nets,98.02,100.9,-2.88,92.35,104.81,107.61,-2.8,0.491,0.506,0.529,0.539,38,44,48.86,107.95,116.67,2014-2015,REG,82,,,,,,,,,,,,,,
Boston Celtics,101.37,101.21,0.16,95.47,105.11,105.08,0.03,0.489,0.494,0.523,0.533,40,42,49.52,114.24,113.37,2014-2015,REG,82,,,,,,,,,,,,,,
Charlotte Hornets,94.16,97.33,-3.17,92.19,100.98,104.29,-3.31,0.456,0.487,0.498,0.525,33,49,49.96,104.02,111.52,2014-2015,REG,82,,,,,,,,,,,,,,
Chicago Bulls,100.79,97.79,3,92.46,107.91,104.41,3.5,0.489,0.473,0.536,0.51,50,32,51.3,115.39,108.43,2014-2015,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,103.13,98.66,4.48,92.18,111.32,106.66,4.66,0.52,0.502,0.557,0.535,53,29,51.1,115.71,112.93,2014-2015,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,105.22,102.32,2.9,95.11,109.52,106.55,2.97,0.515,0.503,0.55,0.541,50,32,47.81,118.38,114.28,2014-2015,REG,82,,,,,,,,,,,,,,
Denver Nuggets,101.46,105.01,-3.55,95.7,104.96,108.7,-3.74,0.479,0.504,0.518,0.546,30,52,49.78,110.49,120.68,2014-2015,REG,82,,,,,,,,,,,,,,
Detroit Pistons,98.5,99.5,-1,92.45,105.73,106.92,-1.19,0.482,0.502,0.515,0.539,32,50,50.45,109.21,115.79,2014-2015,REG,82,,,,,,,,,,,,,,
Golden State Warriors,109.95,99.85,10.1,96.56,113.58,102.76,10.82,0.54,0.469,0.571,0.514,67,15,50.06,133.06,106.44,2014-2015,REG,82,,,,,,,,,,,,,,
Houston Rockets,103.93,100.49,3.44,94.9,108.82,105.09,3.74,0.512,0.486,0.548,0.526,56,26,49.91,114.54,111.04,2014-2015,REG,82,,,,,,,,,,,,,,
Indiana Pacers,97.33,97.05,0.28,92.7,104.07,104,0.07,0.484,0.478,0.523,0.521,38,44,51.22,108.95,107.13,2014-2015,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,106.72,100.13,6.59,94.13,113.09,106.22,6.87,0.533,0.493,0.565,0.535,56,26,49.84,123.89,109.83,2014-2015,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,98.45,105.29,-6.84,93.77,103.67,110.98,-7.3,0.473,0.518,0.513,0.557,21,61,49.83,107.66,122.37,2014-2015,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,98.32,95.07,3.24,90.53,107.38,103.86,3.52,0.489,0.492,0.531,0.526,55,27,50.07,112.45,104.89,2014-2015,REG,82,,,,,,,,,,,,,,
Miami Heat,93.33,96.22,-2.89,90.3,103.1,106.03,-2.94,0.499,0.505,0.54,0.543,37,45,48.66,102.32,106.94,2014-2015,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,97.84,97.42,0.43,93.58,103.24,102.52,0.73,0.499,0.487,0.536,0.529,41,41,49.54,112.56,107.24,2014-2015,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,97.76,106.55,-8.79,94.32,102.99,112.52,-9.52,0.468,0.537,0.517,0.569,16,66,48.45,105.61,124.48,2014-2015,REG,82,,,,,,,,,,,,,,
New Orleans Pelicans,99.35,98.56,0.79,89.91,109.95,109,0.95,0.501,0.496,0.537,0.533,45,37,51.13,114.83,111.26,2014-2015,REG,82,,,,,,,,,,,,,,
New York Knicks,90.83,99.85,-9.03,90.88,99.07,108.87,-9.8,0.47,0.512,0.508,0.554,17,65,48.24,99.02,114.37,2014-2015,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,103.95,101.77,2.18,94.5,109.17,107.07,2.1,0.492,0.489,0.532,0.529,45,37,52.66,116.72,112.06,2014-2015,REG,82,,,,,,,,,,,,,,
Orlando Magic,95.7,101.42,-5.72,92.23,103.36,109.57,-6.21,0.494,0.514,0.525,0.551,25,57,49.03,105.05,117.82,2014-2015,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,91.78,100.6,-8.82,95.56,95.73,105.04,-9.32,0.459,0.497,0.494,0.539,18,64,48.13,97.2,117.89,2014-2015,REG,82,,,,,,,,,,,,,,
Phoenix Suns,102.4,103.31,-0.9,96.12,105.46,106.58,-1.12,0.501,0.497,0.537,0.539,39,43,48.78,112.24,114.28,2014-2015,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,102.79,98.56,4.23,93.72,108.72,104.19,4.53,0.508,0.476,0.544,0.513,51,31,50.7,117.16,109.73,2014-2015,REG,82,,,,,,,,,,,,,,
Sacramento Kings,101.34,105.05,-3.71,92.71,108.34,112.12,-3.77,0.49,0.507,0.542,0.543,29,53,51.75,109.95,119.06,2014-2015,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,103.18,96.99,6.2,93.47,108.87,102.58,6.29,0.517,0.484,0.555,0.521,55,27,50.88,121.99,106.65,2014-2015,REG,82,,,,,,,,,,,,,,
Toronto Raptors,103.99,100.92,3.07,90.13,114.36,110.94,3.43,0.508,0.506,0.553,0.542,49,33,49.46,115.33,113.34,2014-2015,REG,82,,,,,,,,,,,,,,
Utah Jazz,94.78,94.72,0.06,90.06,105.43,105.24,0.18,0.494,0.492,0.531,0.529,38,44,52.8,107.49,103.68,2014-2015,REG,82,,,,,,,,,,,,,,
Washington Wizards,98.54,97.82,0.72,93.09,104.39,103.64,0.75,0.499,0.481,0.534,0.521,46,36,51.72,114.73,104.92,2014-2015,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,98,98.19,-0.19,64.66,149.62,150.62,-1.01,0.484,0.486,0.521,0.518,8,8,48.11,113.88,109.44,2014-2015,POFF,16,,,,,,,,,,,,,,
Brooklyn Nets,96.33,101.83,-5.5,92.72,102.12,107.19,-5.07,0.486,0.505,0.522,0.536,2,4,49.35,107,122.67,2014-2015,POFF,6,,,,,,,,,,,,,,
Boston Celtics,94.75,104,-9.25,93.75,101.07,111.53,-10.46,0.453,0.498,0.504,0.554,0,4,46.44,97.25,118.75,2014-2015,POFF,4,,,,,,,,,,,,,,
Chicago Bulls,96,92.58,3.42,89.12,105.88,102.02,3.86,0.474,0.452,0.515,0.495,6,6,51.03,111.33,104.25,2014-2015,POFF,12,,,,,,,,,,,,,,
Cleveland Cavaliers,99,95,4,81.58,119.49,114.8,4.69,0.479,0.467,0.524,0.51,14,6,53.16,110,103.45,2014-2015,POFF,20,,,,,,,,,,,,,,
Dallas Mavericks,110,114.2,-4.2,101.6,108.27,113.07,-4.8,0.493,0.52,0.534,0.56,1,4,50.75,120.2,125.2,2014-2015,POFF,5,,,,,,,,,,,,,,
Golden State Warriors,97.81,91.67,6.14,94.08,102.44,96.3,6.15,0.522,0.463,0.55,0.508,16,5,50.51,113.38,100.43,2014-2015,POFF,21,,,,,,,,,,,,,,
Houston Rockets,103.47,103.88,-0.41,100.47,102.99,102.79,0.19,0.513,0.514,0.551,0.547,9,8,50.07,112.41,117.12,2014-2015,POFF,17,,,,,,,,,,,,,,
Los Angeles Clippers,107.79,106.43,1.36,97.99,109.19,108.44,0.75,0.515,0.505,0.548,0.539,7,7,48.56,121.43,117.5,2014-2015,POFF,14,,,,,,,,,,,,,,
Memphis Grizzlies,94.73,96,-1.27,91.55,103.48,103.94,-0.46,0.451,0.501,0.503,0.538,6,5,49.9,108.64,107.18,2014-2015,POFF,11,,,,,,,,,,,,,,
Milwaukee Bucks,88.5,100.83,-12.33,91.81,93.16,105.59,-12.43,0.419,0.504,0.455,0.539,2,4,46.62,97,122,2014-2015,POFF,6,,,,,,,,,,,,,,
New Orleans Pelicans,100.75,108.75,-8,93.32,105.22,113.28,-8.06,0.49,0.516,0.534,0.548,0,4,47.61,115.75,126.25,2014-2015,POFF,4,,,,,,,,,,,,,,
Portland Trailblazers,93.8,100.6,-6.8,92,101.96,111.04,-9.08,0.455,0.465,0.504,0.523,1,4,49.77,98,118.2,2014-2015,POFF,5,,,,,,,,,,,,,,
San Antonio Spurs,103.43,103,0.43,93.33,109.2,108.26,0.94,0.505,0.509,0.536,0.539,3,4,50.86,117.86,116.43,2014-2015,POFF,7,,,,,,,,,,,,,,
Toronto Raptors,96.25,110.25,-14,93.81,100,114.84,-14.84,0.459,0.547,0.493,0.583,0,4,44.38,94.75,133.75,2014-2015,POFF,4,,,,,,,,,,,,,,
